Symptom,Prompt Template,Follow-Up Questions,LikelyDiagnosis,Urgency Level,Treatment,TreatmentQuestion
symptom_92,What details can you share about symptom_92 in a {child_age} year old {gender} child?,How long has the symptom_92 been present?; Has it worsened recently?,Diagnosis_92_A; Diagnosis_92_B,medium,"Standard care for symptom_92 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_92, likely diagnosed with Diagnosis_92_A?"
symptom_93,What details can you share about symptom_93 in a {child_age} year old {gender} child?,How long has the symptom_93 been present?; Has it worsened recently?,Diagnosis_93_A; Diagnosis_93_B,medium,"Standard care for symptom_93 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_93, likely diagnosed with Diagnosis_93_A?"
symptom_94,What details can you share about symptom_94 in a {child_age} year old {gender} child?,How long has the symptom_94 been present?; Has it worsened recently?,Diagnosis_94_A; Diagnosis_94_B,medium,"Standard care for symptom_94 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_94, likely diagnosed with Diagnosis_94_A?"
symptom_95,What details can you share about symptom_95 in a {child_age} year old {gender} child?,How long has the symptom_95 been present?; Has it worsened recently?,Diagnosis_95_A; Diagnosis_95_B,medium,"Standard care for symptom_95 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_95, likely diagnosed with Diagnosis_95_A?"
symptom_96,What details can you share about symptom_96 in a {child_age} year old {gender} child?,How long has the symptom_96 been present?; Has it worsened recently?,Diagnosis_96_A; Diagnosis_96_B,medium,"Standard care for symptom_96 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_96, likely diagnosed with Diagnosis_96_A?"
symptom_97,What details can you share about symptom_97 in a {child_age} year old {gender} child?,How long has the symptom_97 been present?; Has it worsened recently?,Diagnosis_97_A; Diagnosis_97_B,medium,"Standard care for symptom_97 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_97, likely diagnosed with Diagnosis_97_A?"
symptom_98,What details can you share about symptom_98 in a {child_age} year old {gender} child?,How long has the symptom_98 been present?; Has it worsened recently?,Diagnosis_98_A; Diagnosis_98_B,medium,"Standard care for symptom_98 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_98, likely diagnosed with Diagnosis_98_A?"
symptom_99,What details can you share about symptom_99 in a {child_age} year old {gender} child?,How long has the symptom_99 been present?; Has it worsened recently?,Diagnosis_99_A; Diagnosis_99_B,medium,"Standard care for symptom_99 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_99, likely diagnosed with Diagnosis_99_A?"
symptom_100,What details can you share about symptom_100 in a {child_age} year old {gender} child?,How long has the symptom_100 been present?; Has it worsened recently?,Diagnosis_100_A; Diagnosis_100_B,medium,"Standard care for symptom_100 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_100, likely diagnosed with Diagnosis_100_A?"
symptom_101,What details can you share about symptom_101 in a {child_age} year old {gender} child?,How long has the symptom_101 been present?; Has it worsened recently?,Diagnosis_101_A; Diagnosis_101_B,medium,"Standard care for symptom_101 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_101, likely diagnosed with Diagnosis_101_A?"
symptom_102,What details can you share about symptom_102 in a {child_age} year old {gender} child?,How long has the symptom_102 been present?; Has it worsened recently?,Diagnosis_102_A; Diagnosis_102_B,medium,"Standard care for symptom_102 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_102, likely diagnosed with Diagnosis_102_A?"
symptom_103,What details can you share about symptom_103 in a {child_age} year old {gender} child?,How long has the symptom_103 been present?; Has it worsened recently?,Diagnosis_103_A; Diagnosis_103_B,medium,"Standard care for symptom_103 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_103, likely diagnosed with Diagnosis_103_A?"
symptom_104,What details can you share about symptom_104 in a {child_age} year old {gender} child?,How long has the symptom_104 been present?; Has it worsened recently?,Diagnosis_104_A; Diagnosis_104_B,medium,"Standard care for symptom_104 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_104, likely diagnosed with Diagnosis_104_A?"
symptom_105,What details can you share about symptom_105 in a {child_age} year old {gender} child?,How long has the symptom_105 been present?; Has it worsened recently?,Diagnosis_105_A; Diagnosis_105_B,medium,"Standard care for symptom_105 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_105, likely diagnosed with Diagnosis_105_A?"
symptom_106,What details can you share about symptom_106 in a {child_age} year old {gender} child?,How long has the symptom_106 been present?; Has it worsened recently?,Diagnosis_106_A; Diagnosis_106_B,medium,"Standard care for symptom_106 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_106, likely diagnosed with Diagnosis_106_A?"
symptom_107,What details can you share about symptom_107 in a {child_age} year old {gender} child?,How long has the symptom_107 been present?; Has it worsened recently?,Diagnosis_107_A; Diagnosis_107_B,medium,"Standard care for symptom_107 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_107, likely diagnosed with Diagnosis_107_A?"
symptom_108,What details can you share about symptom_108 in a {child_age} year old {gender} child?,How long has the symptom_108 been present?; Has it worsened recently?,Diagnosis_108_A; Diagnosis_108_B,medium,"Standard care for symptom_108 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_108, likely diagnosed with Diagnosis_108_A?"
symptom_109,What details can you share about symptom_109 in a {child_age} year old {gender} child?,How long has the symptom_109 been present?; Has it worsened recently?,Diagnosis_109_A; Diagnosis_109_B,medium,"Standard care for symptom_109 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_109, likely diagnosed with Diagnosis_109_A?"
symptom_110,What details can you share about symptom_110 in a {child_age} year old {gender} child?,How long has the symptom_110 been present?; Has it worsened recently?,Diagnosis_110_A; Diagnosis_110_B,medium,"Standard care for symptom_110 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_110, likely diagnosed with Diagnosis_110_A?"
symptom_111,What details can you share about symptom_111 in a {child_age} year old {gender} child?,How long has the symptom_111 been present?; Has it worsened recently?,Diagnosis_111_A; Diagnosis_111_B,medium,"Standard care for symptom_111 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_111, likely diagnosed with Diagnosis_111_A?"
symptom_112,What details can you share about symptom_112 in a {child_age} year old {gender} child?,How long has the symptom_112 been present?; Has it worsened recently?,Diagnosis_112_A; Diagnosis_112_B,medium,"Standard care for symptom_112 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_112, likely diagnosed with Diagnosis_112_A?"
symptom_113,What details can you share about symptom_113 in a {child_age} year old {gender} child?,How long has the symptom_113 been present?; Has it worsened recently?,Diagnosis_113_A; Diagnosis_113_B,medium,"Standard care for symptom_113 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_113, likely diagnosed with Diagnosis_113_A?"
symptom_114,What details can you share about symptom_114 in a {child_age} year old {gender} child?,How long has the symptom_114 been present?; Has it worsened recently?,Diagnosis_114_A; Diagnosis_114_B,medium,"Standard care for symptom_114 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_114, likely diagnosed with Diagnosis_114_A?"
symptom_115,What details can you share about symptom_115 in a {child_age} year old {gender} child?,How long has the symptom_115 been present?; Has it worsened recently?,Diagnosis_115_A; Diagnosis_115_B,medium,"Standard care for symptom_115 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_115, likely diagnosed with Diagnosis_115_A?"
