Symptom,Prompt Template,Follow-Up Questions,Likely Diagnosis,Urgency Level,Suggested Treatment,Treatment Questions
symptom_98,What details can you share about symptom_98 in a {child_age} year old {gender} child?,How long has the symptom_98 been present?; Has it worsened recently?,Diagnosis_98_A; Diagnosis_98_B,medium,"Standard care for symptom_98 includes hydration, rest, and observation.",What are the best treatment options for symptom_98?; When should a doctor be consulted for symptom_98?
symptom_99,What details can you share about symptom_99 in a {child_age} year old {gender} child?,How long has the symptom_99 been present?; Has it worsened recently?,Diagnosis_99_A; Diagnosis_99_B,medium,"Standard care for symptom_99 includes hydration, rest, and observation.",What are the best treatment options for symptom_99?; When should a doctor be consulted for symptom_99?
symptom_100,What details can you share about symptom_100 in a {child_age} year old {gender} child?,How long has the symptom_100 been present?; Has it worsened recently?,Diagnosis_100_A; Diagnosis_100_B,medium,"Standard care for symptom_100 includes hydration, rest, and observation.",What are the best treatment options for symptom_100?; When should a doctor be consulted for symptom_100?
symptom_101,What details can you share about symptom_101 in a {child_age} year old {gender} child?,How long has the symptom_101 been present?; Has it worsened recently?,Diagnosis_101_A; Diagnosis_101_B,medium,"Standard care for symptom_101 includes hydration, rest, and observation.",What are the best treatment options for symptom_101?; When should a doctor be consulted for symptom_101?
symptom_102,What details can you share about symptom_102 in a {child_age} year old {gender} child?,How long has the symptom_102 been present?; Has it worsened recently?,Diagnosis_102_A; Diagnosis_102_B,medium,"Standard care for symptom_102 includes hydration, rest, and observation.",What are the best treatment options for symptom_102?; When should a doctor be consulted for symptom_102?
symptom_103,What details can you share about symptom_103 in a {child_age} year old {gender} child?,How long has the symptom_103 been present?; Has it worsened recently?,Diagnosis_103_A; Diagnosis_103_B,medium,"Standard care for symptom_103 includes hydration, rest, and observation.",What are the best treatment options for symptom_103?; When should a doctor be consulted for symptom_103?
symptom_104,What details can you share about symptom_104 in a {child_age} year old {gender} child?,How long has the symptom_104 been present?; Has it worsened recently?,Diagnosis_104_A; Diagnosis_104_B,medium,"Standard care for symptom_104 includes hydration, rest, and observation.",What are the best treatment options for symptom_104?; When should a doctor be consulted for symptom_104?
symptom_105,What details can you share about symptom_105 in a {child_age} year old {gender} child?,How long has the symptom_105 been present?; Has it worsened recently?,Diagnosis_105_A; Diagnosis_105_B,medium,"Standard care for symptom_105 includes hydration, rest, and observation.",What are the best treatment options for symptom_105?; When should a doctor be consulted for symptom_105?
symptom_106,What details can you share about symptom_106 in a {child_age} year old {gender} child?,How long has the symptom_106 been present?; Has it worsened recently?,Diagnosis_106_A; Diagnosis_106_B,medium,"Standard care for symptom_106 includes hydration, rest, and observation.",What are the best treatment options for symptom_106?; When should a doctor be consulted for symptom_106?
symptom_107,What details can you share about symptom_107 in a {child_age} year old {gender} child?,How long has the symptom_107 been present?; Has it worsened recently?,Diagnosis_107_A; Diagnosis_107_B,medium,"Standard care for symptom_107 includes hydration, rest, and observation.",What are the best treatment options for symptom_107?; When should a doctor be consulted for symptom_107?
symptom_108,What details can you share about symptom_108 in a {child_age} year old {gender} child?,How long has the symptom_108 been present?; Has it worsened recently?,Diagnosis_108_A; Diagnosis_108_B,medium,"Standard care for symptom_108 includes hydration, rest, and observation.",What are the best treatment options for symptom_108?; When should a doctor be consulted for symptom_108?
symptom_109,What details can you share about symptom_109 in a {child_age} year old {gender} child?,How long has the symptom_109 been present?; Has it worsened recently?,Diagnosis_109_A; Diagnosis_109_B,medium,"Standard care for symptom_109 includes hydration, rest, and observation.",What are the best treatment options for symptom_109?; When should a doctor be consulted for symptom_109?
symptom_110,What details can you share about symptom_110 in a {child_age} year old {gender} child?,How long has the symptom_110 been present?; Has it worsened recently?,Diagnosis_110_A; Diagnosis_110_B,medium,"Standard care for symptom_110 includes hydration, rest, and observation.",What are the best treatment options for symptom_110?; When should a doctor be consulted for symptom_110?
symptom_111,What details can you share about symptom_111 in a {child_age} year old {gender} child?,How long has the symptom_111 been present?; Has it worsened recently?,Diagnosis_111_A; Diagnosis_111_B,medium,"Standard care for symptom_111 includes hydration, rest, and observation.",What are the best treatment options for symptom_111?; When should a doctor be consulted for symptom_111?
symptom_112,What details can you share about symptom_112 in a {child_age} year old {gender} child?,How long has the symptom_112 been present?; Has it worsened recently?,Diagnosis_112_A; Diagnosis_112_B,medium,"Standard care for symptom_112 includes hydration, rest, and observation.",What are the best treatment options for symptom_112?; When should a doctor be consulted for symptom_112?
symptom_113,What details can you share about symptom_113 in a {child_age} year old {gender} child?,How long has the symptom_113 been present?; Has it worsened recently?,Diagnosis_113_A; Diagnosis_113_B,medium,"Standard care for symptom_113 includes hydration, rest, and observation.",What are the best treatment options for symptom_113?; When should a doctor be consulted for symptom_113?
symptom_114,What details can you share about symptom_114 in a {child_age} year old {gender} child?,How long has the symptom_114 been present?; Has it worsened recently?,Diagnosis_114_A; Diagnosis_114_B,medium,"Standard care for symptom_114 includes hydration, rest, and observation.",What are the best treatment options for symptom_114?; When should a doctor be consulted for symptom_114?
symptom_115,What details can you share about symptom_115 in a {child_age} year old {gender} child?,How long has the symptom_115 been present?; Has it worsened recently?,Diagnosis_115_A; Diagnosis_115_B,medium,"Standard care for symptom_115 includes hydration, rest, and observation.",What are the best treatment options for symptom_115?; When should a doctor be consulted for symptom_115?
symptom_116,What details can you share about symptom_116 in a {child_age} year old {gender} child?,How long has the symptom_116 been present?; Has it worsened recently?,Diagnosis_116_A; Diagnosis_116_B,medium,"Standard care for symptom_116 includes hydration, rest, and observation.",What are the best treatment options for symptom_116?; When should a doctor be consulted for symptom_116?
symptom_117,What details can you share about symptom_117 in a {child_age} year old {gender} child?,How long has the symptom_117 been present?; Has it worsened recently?,Diagnosis_117_A; Diagnosis_117_B,medium,"Standard care for symptom_117 includes hydration, rest, and observation.",What are the best treatment options for symptom_117?; When should a doctor be consulted for symptom_117?
symptom_118,What details can you share about symptom_118 in a {child_age} year old {gender} child?,How long has the symptom_118 been present?; Has it worsened recently?,Diagnosis_118_A; Diagnosis_118_B,medium,"Standard care for symptom_118 includes hydration, rest, and observation.",What are the best treatment options for symptom_118?; When should a doctor be consulted for symptom_118?
