ID,Symptom,Age Group,Diagnoses,Medications,Home Care,Red Flags
symptom_818,sleep disturbance,4-6 years,viral infection,,increase fluid intake; cool compresses,stiff neck; severe pain
symptom_819,vomiting,4-12 months,sinusitis; tonsillitis; asthma,Hydrocortisone cream; Cetirizine,avoid allergens; apply moisturizer,persistent high fever
symptom_820,seizures,13-18 years,eczema; gastroenteritis,Hydrocortisone cream,humidifier; warm saltwater gargle; light clothing,no urine output >8h
symptom_821,nasal congestion,13-18 years,allergic reaction,Amoxicillin,rest; humidifier,seizures; stiff neck; no urine output >8h
symptom_822,fatigue,13-18 years,sinusitis; viral infection,Prednisone,apply moisturizer; light clothing; cool compresses,loss of consciousness; persistent high fever; severe pain
symptom_823,diarrhea,1-3 years,strep throat,Ibuprofen,increase fluid intake,seizures
symptom_824,chest pain,0-3 months,strep throat; allergic reaction; asthma,Acetaminophen; Ibuprofen; Ondansetron,cool compresses,difficulty breathing
symptom_825,sleep disturbance,0-3 months,meningitis; pneumonia; functional abdominal pain,,apply moisturizer,persistent high fever; rash with fever; severe pain
symptom_826,seizures,13-18 years,allergic reaction; appendicitis,Oral Rehydration Solution; Amoxicillin,light clothing,lethargy; projectile vomiting
symptom_827,eye discharge,0-3 months,sinusitis; strep throat; asthma,Cetirizine; Azithromycin,warm saltwater gargle; increase fluid intake,lethargy; rash with fever; no urine output >8h
symptom_828,urinary pain,4-12 months,sinusitis; tonsillitis; asthma,,avoid allergens,rash with fever; projectile vomiting; difficulty breathing
symptom_829,eye discharge,1-3 years,otitis media; meningitis,Cetirizine; Azithromycin,rest; apply moisturizer,rash with fever
symptom_830,loss of appetite,7-12 years,flu,Azithromycin,warm saltwater gargle,lethargy
symptom_831,weight loss,1-3 years,tonsillitis,Amoxicillin,rest; humidifier; increase fluid intake,rash with fever
symptom_832,diarrhea,4-12 months,otitis media; tonsillitis,,humidifier; apply moisturizer,difficulty breathing; projectile vomiting; seizures
symptom_833,chest pain,13-18 years,pneumonia; asthma,Hydrocortisone cream; Cetirizine; Albuterol inhaler,light clothing,lethargy; seizures; stiff neck
symptom_834,ear pain,0-3 months,flu; meningitis,Acetaminophen; Azithromycin,humidifier,seizures; persistent high fever
symptom_835,diarrhea,4-12 months,tonsillitis,Acetaminophen; Hydrocortisone cream,frequent handwashing; cool compresses,lethargy
symptom_836,nasal congestion,7-12 years,sinusitis; tonsillitis,,rest,difficulty breathing
symptom_837,diarrhea,4-6 years,strep throat; sinusitis,Hydrocortisone cream; Oral Rehydration Solution; Amoxicillin,apply moisturizer; warm saltwater gargle; avoid allergens,difficulty breathing
symptom_838,sore throat,1-3 years,gastroenteritis,Oral Rehydration Solution; Hydrocortisone cream; Azithromycin,frequent handwashing,no urine output >8h; rash with fever; seizures
symptom_839,sleep disturbance,7-12 years,functional abdominal pain; bronchiolitis,Cetirizine; Ondansetron,rest; cool compresses,no urine output >8h; lethargy; loss of consciousness
symptom_840,chest pain,4-12 months,flu; asthma,,humidifier; warm saltwater gargle,loss of consciousness
symptom_841,sore throat,1-3 years,flu; gastroenteritis,Azithromycin,increase fluid intake; humidifier,persistent high fever; severe pain
symptom_842,fever,0-3 months,sinusitis,Ibuprofen,humidifier; increase fluid intake,no urine output >8h; projectile vomiting; stiff neck
symptom_843,nasal congestion,4-12 months,covid-19,,increase fluid intake; rest; humidifier,rash with fever
symptom_844,nasal congestion,1-3 years,gastroenteritis; viral infection; UTI,Albuterol inhaler,frequent handwashing; apply moisturizer; avoid allergens,projectile vomiting
symptom_845,fatigue,13-18 years,asthma; otitis media,Ibuprofen; Acetaminophen; Albuterol inhaler,warm saltwater gargle,seizures
symptom_846,shortness of breath,0-3 months,allergic reaction,Oral Rehydration Solution,cool compresses; warm saltwater gargle,difficulty breathing
symptom_847,rash,0-3 months,meningitis; migraine,Hydrocortisone cream; Prednisone,frequent handwashing; light clothing; humidifier,stiff neck; rash with fever; no urine output >8h
symptom_848,fatigue,7-12 years,meningitis,Azithromycin,warm saltwater gargle; avoid allergens,rash with fever
symptom_849,weight loss,4-6 years,allergic reaction,,humidifier; cool compresses; increase fluid intake,no urine output >8h
symptom_850,headache,1-3 years,appendicitis; bacterial infection,,humidifier,persistent high fever; stiff neck; severe pain
symptom_851,joint pain,0-3 months,eczema; bacterial infection,Hydrocortisone cream; Amoxicillin,frequent handwashing; warm saltwater gargle,difficulty breathing; rash with fever; projectile vomiting
symptom_852,fever,4-12 months,UTI; bacterial infection; bronchiolitis,Azithromycin,increase fluid intake; humidifier,no urine output >8h; projectile vomiting
symptom_853,chest pain,0-3 months,bacterial infection,Ibuprofen; Oral Rehydration Solution,rest,no urine output >8h; severe pain
symptom_854,urinary pain,4-12 months,sinusitis,,apply moisturizer; cool compresses,projectile vomiting; stiff neck
symptom_855,fever,0-3 months,UTI,Ibuprofen,frequent handwashing; humidifier,stiff neck; no urine output >8h; difficulty breathing
symptom_856,urinary pain,4-12 months,bacterial infection; tonsillitis; flu,Albuterol inhaler,light clothing; rest; avoid allergens,lethargy
symptom_857,joint pain,4-6 years,dehydration; allergic reaction,Oral Rehydration Solution; Ibuprofen; Prednisone,rest,severe pain; projectile vomiting
symptom_858,limping,7-12 years,allergic reaction,Albuterol inhaler,cool compresses,severe pain; loss of consciousness; lethargy
symptom_859,fever,1-3 years,eczema; asthma; pneumonia,Acetaminophen; Prednisone,cool compresses,loss of consciousness
symptom_860,joint pain,1-3 years,UTI,Ibuprofen,apply moisturizer; warm saltwater gargle; avoid allergens,stiff neck; seizures
symptom_861,fever,0-3 months,migraine; tonsillitis; strep throat,Amoxicillin,rest; avoid allergens; cool compresses,persistent high fever
symptom_862,ear pain,1-3 years,bacterial infection,Acetaminophen,warm saltwater gargle; apply moisturizer,projectile vomiting; stiff neck; rash with fever
symptom_863,sleep disturbance,4-12 months,gastroenteritis,Cetirizine; Hydrocortisone cream; Prednisone,cool compresses; humidifier; rest,stiff neck; rash with fever; severe pain
symptom_864,weight loss,1-3 years,allergic reaction; gastroenteritis,Acetaminophen; Cetirizine; Ondansetron,cool compresses; light clothing,projectile vomiting; lethargy; persistent high fever
symptom_865,urinary pain,13-18 years,bacterial infection,Oral Rehydration Solution; Amoxicillin,humidifier,seizures
symptom_866,rash,1-3 years,appendicitis; functional abdominal pain,Amoxicillin,apply moisturizer; increase fluid intake,loss of consciousness; seizures; lethargy
symptom_867,urinary pain,4-6 years,appendicitis,Oral Rehydration Solution; Amoxicillin,apply moisturizer,no urine output >8h; severe pain; loss of consciousness
symptom_868,shortness of breath,0-3 months,gastroenteritis,,avoid allergens; light clothing; frequent handwashing,persistent high fever; severe pain
symptom_869,cough,4-12 months,flu; functional abdominal pain; viral infection,Hydrocortisone cream; Ibuprofen; Prednisone,avoid allergens; humidifier,no urine output >8h; severe pain
symptom_870,urinary pain,4-12 months,tonsillitis; strep throat; sinusitis,,avoid allergens; humidifier,rash with fever
symptom_871,night sweats,4-12 months,pneumonia,Acetaminophen,apply moisturizer; frequent handwashing,persistent high fever; lethargy; no urine output >8h
symptom_872,sore throat,7-12 years,bronchiolitis,Amoxicillin,light clothing,difficulty breathing; severe pain; loss of consciousness
symptom_873,shortness of breath,0-3 months,bacterial infection; viral infection; flu,Hydrocortisone cream,frequent handwashing; apply moisturizer,no urine output >8h; projectile vomiting
symptom_874,eye discharge,4-6 years,gastroenteritis; dehydration,,light clothing; apply moisturizer; frequent handwashing,lethargy
symptom_875,night sweats,0-3 months,gastroenteritis; covid-19,,increase fluid intake; light clothing,persistent high fever; no urine output >8h; severe pain
symptom_876,diarrhea,7-12 years,flu,Hydrocortisone cream,avoid allergens,severe pain; persistent high fever; stiff neck
symptom_877,wheezing,1-3 years,dehydration,Oral Rehydration Solution,frequent handwashing; rest; increase fluid intake,projectile vomiting
symptom_878,sore throat,4-6 years,UTI; appendicitis,Ibuprofen,light clothing; increase fluid intake; frequent handwashing,seizures; projectile vomiting; loss of consciousness
symptom_879,constipation,4-6 years,tonsillitis,Ibuprofen; Amoxicillin,increase fluid intake; humidifier,stiff neck
symptom_880,eye discharge,0-3 months,allergic reaction,Acetaminophen,avoid allergens,lethargy; projectile vomiting; persistent high fever
symptom_881,difficulty swallowing,0-3 months,bacterial infection; gastroenteritis; strep throat,,humidifier; avoid allergens,loss of consciousness; seizures
symptom_882,nasal congestion,4-12 months,eczema,Acetaminophen; Albuterol inhaler,frequent handwashing; avoid allergens; apply moisturizer,seizures; lethargy
symptom_883,fatigue,7-12 years,gastroenteritis; asthma; dehydration,Hydrocortisone cream; Amoxicillin,avoid allergens; humidifier; rest,no urine output >8h; projectile vomiting; seizures
symptom_884,wheezing,13-18 years,dehydration,Cetirizine,increase fluid intake; humidifier,rash with fever; stiff neck; loss of consciousness
symptom_885,fatigue,1-3 years,bacterial infection,Prednisone,warm saltwater gargle; avoid allergens; apply moisturizer,loss of consciousness; severe pain
symptom_886,joint pain,0-3 months,asthma,Acetaminophen,frequent handwashing; light clothing; warm saltwater gargle,no urine output >8h; difficulty breathing; loss of consciousness
symptom_887,eye discharge,7-12 years,viral infection; tonsillitis; otitis media,Oral Rehydration Solution; Ondansetron,light clothing; avoid allergens; increase fluid intake,loss of consciousness
symptom_888,rash,7-12 years,eczema,,increase fluid intake; frequent handwashing,stiff neck; seizures; lethargy
symptom_889,ear pain,4-6 years,covid-19,Ibuprofen; Oral Rehydration Solution; Amoxicillin,avoid allergens; light clothing; cool compresses,severe pain; difficulty breathing
symptom_890,nasal congestion,7-12 years,eczema,Cetirizine,increase fluid intake; frequent handwashing; humidifier,difficulty breathing; persistent high fever
symptom_891,joint pain,4-12 months,tonsillitis; viral infection,Oral Rehydration Solution; Ibuprofen,frequent handwashing,difficulty breathing; rash with fever; loss of consciousness
symptom_892,abdominal pain,0-3 months,eczema; tonsillitis; allergic reaction,Acetaminophen; Oral Rehydration Solution,humidifier; avoid allergens,persistent high fever; stiff neck; difficulty breathing
symptom_893,diarrhea,7-12 years,meningitis; eczema,Cetirizine; Ibuprofen; Azithromycin,increase fluid intake; apply moisturizer; humidifier,no urine output >8h; stiff neck
symptom_894,fever,1-3 years,sinusitis; appendicitis,Prednisone,apply moisturizer; rest; warm saltwater gargle,persistent high fever; no urine output >8h
symptom_895,fatigue,1-3 years,strep throat; allergic reaction,Ibuprofen; Acetaminophen; Albuterol inhaler,avoid allergens; light clothing,lethargy
symptom_896,fatigue,1-3 years,functional abdominal pain; tonsillitis,Ibuprofen; Albuterol inhaler,cool compresses; avoid allergens,stiff neck; rash with fever
symptom_897,joint pain,4-12 months,migraine; eczema,Cetirizine; Oral Rehydration Solution,rest; light clothing; warm saltwater gargle,rash with fever
symptom_898,wheezing,0-3 months,asthma; bacterial infection; covid-19,Acetaminophen; Albuterol inhaler,frequent handwashing,difficulty breathing; severe pain; no urine output >8h
symptom_899,eye discharge,1-3 years,sinusitis; allergic reaction,Cetirizine; Acetaminophen,increase fluid intake,lethargy
symptom_900,weight loss,0-3 months,UTI; asthma,Ondansetron,increase fluid intake; cool compresses,lethargy
symptom_901,headache,4-12 months,covid-19; migraine; gastroenteritis,Acetaminophen; Azithromycin,warm saltwater gargle,rash with fever; lethargy; persistent high fever
symptom_902,weight loss,7-12 years,asthma; migraine; otitis media,Oral Rehydration Solution; Ibuprofen; Azithromycin,avoid allergens; increase fluid intake,projectile vomiting; loss of consciousness
symptom_903,night sweats,13-18 years,bacterial infection,Amoxicillin,apply moisturizer; increase fluid intake,severe pain; difficulty breathing; stiff neck
symptom_904,constipation,4-6 years,tonsillitis; UTI,,cool compresses; frequent handwashing,projectile vomiting
symptom_905,seizures,4-12 months,otitis media; tonsillitis; gastroenteritis,Acetaminophen; Hydrocortisone cream; Prednisone,apply moisturizer; rest,projectile vomiting
symptom_906,nasal congestion,4-6 years,gastroenteritis,,avoid allergens; apply moisturizer,severe pain
symptom_907,vomiting,1-3 years,UTI; migraine,Ibuprofen; Acetaminophen,cool compresses; avoid allergens; rest,loss of consciousness; difficulty breathing
symptom_908,shortness of breath,4-6 years,tonsillitis; meningitis; otitis media,Cetirizine; Acetaminophen; Amoxicillin,increase fluid intake; frequent handwashing,lethargy
symptom_909,loss of appetite,7-12 years,asthma; otitis media,,light clothing,projectile vomiting; severe pain
symptom_910,loss of appetite,0-3 months,dehydration,Hydrocortisone cream; Cetirizine; Albuterol inhaler,cool compresses; light clothing,projectile vomiting
symptom_911,difficulty swallowing,4-6 years,functional abdominal pain; appendicitis; viral infection,Hydrocortisone cream,avoid allergens,stiff neck; no urine output >8h
symptom_912,rash,7-12 years,flu; allergic reaction; functional abdominal pain,Ibuprofen,increase fluid intake; frequent handwashing,persistent high fever; no urine output >8h
symptom_913,wheezing,7-12 years,otitis media; tonsillitis; sinusitis,Acetaminophen; Albuterol inhaler,frequent handwashing; humidifier,rash with fever
symptom_914,difficulty swallowing,4-6 years,eczema,Cetirizine; Ibuprofen,increase fluid intake; cool compresses,severe pain; loss of consciousness; stiff neck
symptom_915,loss of appetite,0-3 months,appendicitis,,avoid allergens,stiff neck; rash with fever; seizures
symptom_916,loss of appetite,7-12 years,tonsillitis; functional abdominal pain; flu,,humidifier; avoid allergens,difficulty breathing; no urine output >8h
symptom_917,seizures,13-18 years,covid-19,,humidifier; cool compresses,persistent high fever
symptom_918,limping,0-3 months,strep throat,Albuterol inhaler,apply moisturizer,stiff neck
symptom_919,sleep disturbance,1-3 years,pneumonia; flu,Acetaminophen; Hydrocortisone cream,increase fluid intake,severe pain; no urine output >8h; rash with fever
symptom_920,limping,0-3 months,meningitis; flu; eczema,Hydrocortisone cream; Oral Rehydration Solution,humidifier; cool compresses; frequent handwashing,persistent high fever; rash with fever
symptom_921,difficulty swallowing,4-12 months,bacterial infection; meningitis,,increase fluid intake; frequent handwashing; humidifier,no urine output >8h; lethargy
symptom_922,weight loss,13-18 years,gastroenteritis,Oral Rehydration Solution; Cetirizine; Azithromycin,frequent handwashing,projectile vomiting; loss of consciousness; seizures
symptom_923,diarrhea,4-6 years,meningitis; otitis media; migraine,Albuterol inhaler,frequent handwashing; humidifier; cool compresses,seizures; difficulty breathing
symptom_924,weight loss,7-12 years,viral infection; migraine,,avoid allergens; apply moisturizer,rash with fever; stiff neck
symptom_925,sore throat,1-3 years,covid-19; functional abdominal pain; bronchiolitis,Acetaminophen; Oral Rehydration Solution; Amoxicillin,apply moisturizer,rash with fever; seizures; difficulty breathing
symptom_926,headache,0-3 months,tonsillitis; asthma; migraine,Albuterol inhaler,frequent handwashing,persistent high fever
symptom_927,chest pain,7-12 years,dehydration,Albuterol inhaler,cool compresses; warm saltwater gargle; apply moisturizer,persistent high fever; stiff neck
symptom_928,eye discharge,13-18 years,allergic reaction; appendicitis,Oral Rehydration Solution; Hydrocortisone cream,increase fluid intake; rest,difficulty breathing; severe pain; loss of consciousness
symptom_929,diarrhea,13-18 years,gastroenteritis; eczema; asthma,Ibuprofen; Amoxicillin,light clothing; apply moisturizer,no urine output >8h; difficulty breathing
symptom_930,joint pain,0-3 months,covid-19; eczema,Cetirizine; Oral Rehydration Solution; Azithromycin,humidifier; apply moisturizer; light clothing,seizures; lethargy
symptom_931,vomiting,4-12 months,covid-19,,light clothing,seizures
symptom_932,constipation,7-12 years,strep throat,Ibuprofen,increase fluid intake,stiff neck; lethargy; seizures
symptom_933,seizures,1-3 years,asthma; otitis media,Cetirizine; Acetaminophen,increase fluid intake; rest; frequent handwashing,rash with fever
symptom_934,night sweats,13-18 years,migraine,Cetirizine; Hydrocortisone cream; Ondansetron,light clothing,no urine output >8h; stiff neck; loss of consciousness
symptom_935,seizures,13-18 years,meningitis; viral infection,Oral Rehydration Solution; Acetaminophen,increase fluid intake,lethargy; difficulty breathing; stiff neck
symptom_936,night sweats,1-3 years,bronchiolitis; otitis media,Cetirizine; Hydrocortisone cream; Albuterol inhaler,frequent handwashing; rest; avoid allergens,rash with fever; persistent high fever; projectile vomiting
symptom_937,vomiting,4-6 years,meningitis; pneumonia,Oral Rehydration Solution; Ibuprofen,cool compresses; rest,difficulty breathing
symptom_938,urinary pain,7-12 years,allergic reaction; dehydration; bacterial infection,Cetirizine; Oral Rehydration Solution; Albuterol inhaler,warm saltwater gargle,rash with fever; seizures; lethargy
symptom_939,urinary pain,4-6 years,dehydration,Azithromycin,increase fluid intake; humidifier,rash with fever; loss of consciousness
symptom_940,urinary pain,7-12 years,allergic reaction,Oral Rehydration Solution; Amoxicillin,avoid allergens,loss of consciousness
symptom_941,cough,7-12 years,allergic reaction; strep throat,,rest,rash with fever; persistent high fever
symptom_942,constipation,4-6 years,appendicitis; eczema,Oral Rehydration Solution; Azithromycin,warm saltwater gargle,stiff neck
symptom_943,eye discharge,0-3 months,meningitis; UTI; dehydration,Hydrocortisone cream,rest; avoid allergens; humidifier,projectile vomiting; loss of consciousness; severe pain
symptom_944,ear pain,7-12 years,covid-19,Cetirizine; Oral Rehydration Solution,cool compresses; rest; increase fluid intake,stiff neck; no urine output >8h
symptom_945,chest pain,1-3 years,flu; covid-19; eczema,Cetirizine,cool compresses,rash with fever; persistent high fever
symptom_946,vomiting,13-18 years,otitis media; bronchiolitis; covid-19,,avoid allergens; warm saltwater gargle,seizures; stiff neck
symptom_947,eye discharge,0-3 months,eczema,Oral Rehydration Solution; Acetaminophen; Prednisone,humidifier,seizures
symptom_948,loss of appetite,1-3 years,appendicitis; bacterial infection,Ondansetron,warm saltwater gargle,lethargy
symptom_949,rash,0-3 months,viral infection,Cetirizine; Hydrocortisone cream,humidifier,seizures; rash with fever; difficulty breathing
symptom_950,seizures,4-12 months,sinusitis,Oral Rehydration Solution; Ibuprofen,rest; apply moisturizer; frequent handwashing,seizures; lethargy
symptom_951,constipation,4-6 years,appendicitis; eczema; otitis media,Ibuprofen; Acetaminophen; Amoxicillin,avoid allergens; light clothing; apply moisturizer,no urine output >8h; rash with fever
symptom_952,nasal congestion,7-12 years,functional abdominal pain; dehydration; otitis media,Acetaminophen; Cetirizine,avoid allergens; frequent handwashing; rest,persistent high fever; seizures
symptom_953,joint pain,1-3 years,eczema; strep throat; appendicitis,Ibuprofen; Acetaminophen; Ondansetron,apply moisturizer,difficulty breathing; stiff neck; severe pain
symptom_954,rash,4-12 months,tonsillitis; asthma; otitis media,,warm saltwater gargle,rash with fever; no urine output >8h; difficulty breathing
symptom_955,vomiting,4-12 months,allergic reaction; appendicitis,Acetaminophen; Ondansetron,avoid allergens; light clothing; warm saltwater gargle,persistent high fever; no urine output >8h; severe pain
symptom_956,wheezing,13-18 years,appendicitis; eczema,Cetirizine,frequent handwashing; apply moisturizer; avoid allergens,no urine output >8h
symptom_957,cough,0-3 months,functional abdominal pain,Cetirizine,avoid allergens; rest; apply moisturizer,rash with fever
symptom_958,diarrhea,4-12 months,otitis media; gastroenteritis,Ibuprofen,apply moisturizer; light clothing,persistent high fever; seizures
symptom_959,abdominal pain,4-6 years,tonsillitis,Acetaminophen,warm saltwater gargle,persistent high fever
symptom_960,headache,4-12 months,pneumonia,Acetaminophen,rest,seizures; no urine output >8h; rash with fever
symptom_961,wheezing,1-3 years,dehydration; bronchiolitis,Oral Rehydration Solution; Acetaminophen,frequent handwashing,projectile vomiting; stiff neck; loss of consciousness
symptom_962,difficulty swallowing,4-12 months,eczema; covid-19,Hydrocortisone cream; Oral Rehydration Solution; Amoxicillin,cool compresses; light clothing; frequent handwashing,stiff neck; persistent high fever; rash with fever
symptom_963,weight loss,7-12 years,bronchiolitis,Hydrocortisone cream,apply moisturizer; increase fluid intake,stiff neck; persistent high fever
symptom_964,joint pain,1-3 years,tonsillitis; dehydration; flu,Prednisone,light clothing; rest; avoid allergens,rash with fever; severe pain
symptom_965,abdominal pain,0-3 months,tonsillitis; flu; migraine,Hydrocortisone cream,apply moisturizer; cool compresses,stiff neck; rash with fever
symptom_966,night sweats,0-3 months,functional abdominal pain,Prednisone,apply moisturizer,seizures
symptom_967,urinary pain,4-6 years,UTI; asthma; allergic reaction,Oral Rehydration Solution; Ondansetron,rest; apply moisturizer; frequent handwashing,difficulty breathing
symptom_968,chest pain,4-12 months,eczema,Ibuprofen; Albuterol inhaler,avoid allergens,no urine output >8h; rash with fever
symptom_969,loss of appetite,4-6 years,eczema,Albuterol inhaler,frequent handwashing; increase fluid intake; light clothing,loss of consciousness
symptom_970,nasal congestion,1-3 years,flu; UTI; bronchiolitis,Azithromycin,avoid allergens; warm saltwater gargle,lethargy
symptom_971,limping,4-6 years,otitis media; UTI; gastroenteritis,Oral Rehydration Solution; Cetirizine; Prednisone,frequent handwashing; cool compresses; humidifier,seizures; projectile vomiting; stiff neck
symptom_972,eye discharge,0-3 months,otitis media; sinusitis,Cetirizine; Ibuprofen; Amoxicillin,increase fluid intake,lethargy; seizures
symptom_973,limping,4-12 months,appendicitis,,rest; apply moisturizer,persistent high fever; severe pain
symptom_974,abdominal pain,13-18 years,dehydration,Acetaminophen,avoid allergens; warm saltwater gargle; cool compresses,severe pain
symptom_975,wheezing,1-3 years,bacterial infection; meningitis; flu,,avoid allergens; apply moisturizer; light clothing,lethargy; rash with fever
symptom_976,urinary pain,7-12 years,meningitis; flu; eczema,Oral Rehydration Solution,cool compresses; rest,persistent high fever; no urine output >8h; difficulty breathing
symptom_977,urinary pain,1-3 years,tonsillitis,Cetirizine,light clothing; apply moisturizer,lethargy
symptom_978,chest pain,13-18 years,meningitis,,apply moisturizer,difficulty breathing; no urine output >8h; lethargy
symptom_979,sore throat,0-3 months,viral infection,,light clothing; frequent handwashing; avoid allergens,persistent high fever; seizures; loss of consciousness
symptom_980,cough,13-18 years,viral infection; eczema; allergic reaction,Hydrocortisone cream,avoid allergens; rest; warm saltwater gargle,lethargy; seizures
symptom_981,cough,7-12 years,migraine; allergic reaction; tonsillitis,,cool compresses; apply moisturizer,severe pain
symptom_982,sleep disturbance,7-12 years,sinusitis; asthma,,increase fluid intake; light clothing,persistent high fever; projectile vomiting
symptom_983,sore throat,4-12 months,viral infection; asthma; gastroenteritis,Cetirizine; Oral Rehydration Solution,increase fluid intake; cool compresses; rest,projectile vomiting; no urine output >8h
symptom_984,headache,4-6 years,bacterial infection,Hydrocortisone cream; Cetirizine,increase fluid intake; warm saltwater gargle,seizures; loss of consciousness
symptom_985,shortness of breath,4-12 months,covid-19; viral infection,Cetirizine; Hydrocortisone cream; Prednisone,frequent handwashing; avoid allergens,seizures; stiff neck
symptom_986,headache,1-3 years,flu; migraine; meningitis,,apply moisturizer; warm saltwater gargle,difficulty breathing; no urine output >8h
symptom_987,seizures,1-3 years,migraine,Oral Rehydration Solution,frequent handwashing,loss of consciousness; rash with fever; stiff neck
symptom_988,vomiting,0-3 months,viral infection,Hydrocortisone cream; Amoxicillin,humidifier; rest; cool compresses,no urine output >8h; loss of consciousness; persistent high fever
symptom_989,wheezing,0-3 months,meningitis; asthma; viral infection,,cool compresses; frequent handwashing,projectile vomiting; persistent high fever; difficulty breathing
symptom_990,ear pain,1-3 years,functional abdominal pain; bronchiolitis,,warm saltwater gargle,severe pain
symptom_991,night sweats,4-12 months,gastroenteritis,Ibuprofen; Oral Rehydration Solution,frequent handwashing; avoid allergens; apply moisturizer,seizures; projectile vomiting; persistent high fever
symptom_992,diarrhea,13-18 years,covid-19; migraine,Cetirizine; Hydrocortisone cream,humidifier; apply moisturizer,rash with fever
symptom_993,urinary pain,4-6 years,bacterial infection; UTI,Ondansetron,frequent handwashing; warm saltwater gargle; rest,severe pain
symptom_994,rash,7-12 years,bacterial infection,Ibuprofen,cool compresses; humidifier,loss of consciousness; lethargy; severe pain
symptom_995,shortness of breath,4-6 years,asthma; bronchiolitis,Acetaminophen; Ibuprofen,increase fluid intake; cool compresses,persistent high fever
symptom_996,ear pain,4-6 years,gastroenteritis; viral infection,Hydrocortisone cream; Cetirizine,apply moisturizer; humidifier; frequent handwashing,rash with fever; persistent high fever; difficulty breathing
symptom_997,diarrhea,4-12 months,flu; sinusitis; asthma,Amoxicillin,light clothing; apply moisturizer; avoid allergens,severe pain
symptom_998,loss of appetite,13-18 years,tonsillitis; functional abdominal pain; bacterial infection,Ibuprofen,apply moisturizer; light clothing; rest,projectile vomiting; seizures
symptom_999,sleep disturbance,13-18 years,tonsillitis; UTI,Acetaminophen; Oral Rehydration Solution; Albuterol inhaler,avoid allergens; rest; cool compresses,rash with fever; no urine output >8h
symptom_1000,nasal congestion,1-3 years,flu; migraine,Ibuprofen; Cetirizine,increase fluid intake,seizures; severe pain; persistent high fever
